id,diffs,name
1485523!item.en-US,"{""review_count"": {""old"": ""442"", ""new"": ""443""}, ""review_ratings"": {""old"": ""4.764699935913086"", ""new"": ""4.765200138092041""}}","Kirkland Signature Organic Unbleached All Purpose Flour, 10 lbs, 2-count"
1491866!item.en-US,"{""review_count"": {""old"": ""597"", ""new"": ""599""}, ""review_ratings"": {""old"": ""4.8007001876831055"", ""new"": ""4.801300048828125""}}","Go Raw Sprouted Organic Pumpkin Seeds with Sea Salt, 22 oz"
1492456!item.en-US,"{""review_count"": {""old"": ""1049"", ""new"": ""1051""}, ""review_ratings"": {""old"": ""4.850299835205078"", ""new"": ""4.850599765777588""}}","Kirkland Signature, Albacore Solid White Tuna in Water, 7 oz, 8-Count"
1495072!item.en-US,"{""review_count"": {""old"": ""580"", ""new"": ""581""}, ""review_ratings"": {""old"": ""4.708600044250488"", ""new"": ""4.709099769592285""}}","Sliced Almonds, 5 lbs"
1498286!item.en-US,"{""review_count"": {""old"": ""286"", ""new"": ""287""}, ""review_ratings"": {""old"": ""4.534999847412109"", ""new"": ""4.536600112915039""}}","Gatorade Thirst Quencher, Core Variety Pack, 12 fl oz, 28-count"
1498342!item.en-US,"{""review_count"": {""old"": ""1626"", ""new"": ""1630""}, ""review_ratings"": {""old"": ""4.722599983215332"", ""new"": ""4.723299980163574""}}","Sencha Naturals Everyday Matcha Green Tea Powder, 3-pack"
1504495!item.en-US,"{""review_count"": {""old"": ""714"", ""new"": ""715""}, ""review_ratings"": {""old"": ""4.72130012512207"", ""new"": ""4.721700191497803""}}","Crest Complete + Scope Advanced Active Foam Toothpaste, 8.2 oz, 5-pack"
152074!item.en-US,"{""review_count"": {""old"": ""1762"", ""new"": ""1763""}, ""review_ratings"": {""old"": ""4.707099914550781"", ""new"": ""4.706699848175049""}}","Ruta Maya Decaffeinated Coffee 2.2 lb, 2-pack"
1528787!item.en-US,"{""review_count"": {""old"": ""656"", ""new"": ""658""}, ""review_ratings"": {""old"": ""4.570099830627441"", ""new"": ""4.571400165557861""}}","Kirkland Signature Whole Bean Coffee, French Roast, 2.5 lbs"
1529680!item.en-US,"{""review_count"": {""old"": ""609"", ""new"": ""610""}, ""review_ratings"": {""old"": ""4.566500186920166"", ""new"": ""4.567200183868408""}}","SkinnyPop Popcorn, Variety, 36-count"
1532925!item.en-US,"{""review_count"": {""old"": ""485"", ""new"": ""486""}, ""review_ratings"": {""old"": ""4.785600185394287"", ""new"": ""4.785999774932861""}}","Chomps Original Beef Sticks, Mild, 12 Individually Wrapped Sticks"
1541980!item.en-US,"{""review_count"": {""old"": ""10"", ""new"": ""11""}, ""review_ratings"": {""old"": ""4.699999809265137"", ""new"": ""4.72730016708374""}}","Organic Full Thread Spanish Saffron, 5 Gram Jar"
1544686!item.en-US,"{""review_count"": {""old"": ""140"", ""new"": ""142""}, ""review_ratings"": {""old"": ""4.685699939727783"", ""new"": ""4.690100193023682""}}","Nellie's Floor Care, 25 fl oz, 3-count"
1550282!item.en-US,"{""review_count"": {""old"": ""505"", ""new"": ""506""}, ""review_ratings"": {""old"": ""4.617800235748291"", ""new"": ""4.618599891662598""}}","Northfork Bison Burger (30/5.33 Oz Per Burger), 10 Total Packs, 30-Count"
1550663!item.en-US,"{""review_count"": {""old"": ""131"", ""new"": ""132""}, ""review_ratings"": {""old"": ""4.618299961090088"", ""new"": ""4.621200084686279""}}","Northfork Bison Trio of Ground Meats, Total 9 Packs, 9 Lbs. Total"
1552274!item.en-US,"{""review_count"": {""old"": ""123"", ""new"": ""128""}, ""review_ratings"": {""old"": ""2.5041000843048096"", ""new"": ""2.523400068283081""}}","Naturally More Organic Peanut Butter, Creamy, 28 oz, 2-count"
1564814!item.en-US,"{""review_count"": {""old"": ""741"", ""new"": ""743""}, ""review_ratings"": {""old"": ""4.781400203704834"", ""new"": ""4.7820000648498535""}}","Simple Mills Almond Flour Sea Salt Crackers, 10 oz, 2-count"
1570204!item.en-US,"{""review_count"": {""old"": ""250"", ""new"": ""251""}, ""review_ratings"": {""old"": ""3.436000108718872"", ""new"": ""3.438199996948242""}}","Northwest Red King Salmon Portions, 12 Total Count, 1 Case Totaling 6 Lbs."
1577193!item.en-US,"{""review_count"": {""old"": ""1600"", ""new"": ""1601""}, ""review_ratings"": {""old"": ""4.621200084686279"", ""new"": ""4.621500015258789""}}","San Francisco Bay Decaf French Roast Whole Bean Coffee 2 lb, 2-pack"
1579656!item.en-US,"{""review_count"": {""old"": ""256"", ""new"": ""257""}, ""review_ratings"": {""old"": ""4.32420015335083"", ""new"": ""4.322999954223633""}}",A Little Bit of Italy Colander Gift Set
1580008!item.en-US,"{""review_count"": {""old"": ""716"", ""new"": ""717""}, ""review_ratings"": {""old"": ""3.814199924468994"", ""new"": ""3.8159000873565674""}}","Kirkland Signature Organic Sumatra Whole Bean Coffee, 2 lbs, 2-pack"
1594705!item.en-US,"{""review_count"": {""old"": ""489"", ""new"": ""490""}, ""review_ratings"": {""old"": ""4.656400203704834"", ""new"": ""4.657100200653076""}}","Peet's Coffee Big Bang Ground, 10.5 oz Bags, 6-pack"
1595645!item.en-US,"{""review_count"": {""old"": ""523"", ""new"": ""524""}, ""review_ratings"": {""old"": ""4.736100196838379"", ""new"": ""4.736599922180176""}}","Peet's Coffee Major Dickason's Blend Whole Bean, 10.5 oz Bags, 6-pack"
1599199!item.en-US,"{""review_count"": {""old"": ""352"", ""new"": ""353""}, ""review_ratings"": {""old"": ""4.764200210571289"", ""new"": ""4.764900207519531""}}","Golden Island Pork Snack Bites, Korean Barbecue, 1.5 oz, 12-count"
1605368!item.en-US,"{""review_count"": {""old"": ""2"", ""new"": ""3""}, ""review_ratings"": {""old"": ""3.0"", ""new"": ""3.6666998863220215""}}","Ottavio Avocado Oil, 2 L"
1617506!item.en-US,"{""review_count"": {""old"": ""372"", ""new"": ""375""}, ""review_ratings"": {""old"": ""4.658599853515625"", ""new"": ""4.661300182342529""}}","Kirkland Signature Organic Whole Cashews, Unsalted, Unroasted, 2.5 lbs"
1617507!item.en-US,"{""review_count"": {""old"": ""537"", ""new"": ""538""}, ""review_ratings"": {""old"": ""4.716899871826172"", ""new"": ""4.71750020980835""}}","Kirkland Signature Fancy Whole Cashews, Unsalted, 2.5 lbs"
1618252!item.en-US,"{""review_count"": {""old"": ""522"", ""new"": ""523""}, ""review_ratings"": {""old"": ""4.770100116729736"", ""new"": ""4.770599842071533""}}","Nature's Bakery Fig Bar, Variety Pack, 2 oz, 40-count"
1625149!item.en-US,"{""review_count"": {""old"": ""1752"", ""new"": ""1756""}, ""review_ratings"": {""old"": ""4.5731000900268555"", ""new"": ""4.573999881744385""}}","Duracell Coppertop Alkaline AA Batteries, 40-count"
1627198!item.en-US,"{""review_count"": {""old"": ""679"", ""new"": ""681""}, ""review_ratings"": {""old"": ""4.729000091552734"", ""new"": ""4.729800224304199""}}","Duracell Coppertop Alkaline AAA Batteries, 40-count"
1627770!item.en-US,"{""review_count"": {""old"": ""586"", ""new"": ""587""}, ""review_ratings"": {""old"": ""4.684299945831299"", ""new"": ""4.684800148010254""}}","Frito Lay Classic Mix, 1 oz, Variety Pack, 54-count"
1635933!item.en-US,"{""review_count"": {""old"": ""842"", ""new"": ""843""}, ""review_ratings"": {""old"": ""4.6697998046875"", ""new"": ""4.670199871063232""}}","Mayorga Decaf Café Cubano Roast, USDA Organic, Dark Roast, Whole Bean Coffee, 2lb, 2-pack"
1636379!item.en-US,"{""review_count"": {""old"": ""482"", ""new"": ""483""}, ""review_ratings"": {""old"": ""4.497900009155273"", ""new"": ""4.499000072479248""}}","Mayorga Buenos Días, USDA Organic, Light Roast, Whole Bean Coffee, 2lb, 2-pack"
1639705!item.en-US,"{""review_count"": {""old"": ""280"", ""new"": ""281""}, ""review_ratings"": {""old"": ""4.525000095367432"", ""new"": ""4.526700019836426""}}","San Francisco Bay Coffee Organic Rainforest Blend Ground 28oz, 2-pack"
1644605!item.en-US,"{""review_count"": {""old"": ""563"", ""new"": ""565""}, ""review_ratings"": {""old"": ""4.518700122833252"", ""new"": ""4.520400047302246""}}","Lindt Lindor Chocolate Truffles, Assorted Flavors, 21.2 oz"
1645578!item.en-US,"{""review_count"": {""old"": ""1470"", ""new"": ""1477""}, ""review_ratings"": {""old"": ""4.595900058746338"", ""new"": ""4.595099925994873""}}","Kirkland Signature Extra Fancy Mixed Nuts, Salted, 2.5 lbs"
1649194!item.en-US,"{""review_count"": {""old"": ""2243"", ""new"": ""2261""}, ""review_ratings"": {""old"": ""4.81279993057251"", ""new"": ""4.813799858093262""}}","Nielsen-Massey Madagascar Bourbon Pure Vanilla Extract, 8 oz., 2-pack"
1649199!item.en-US,"{""review_count"": {""old"": ""985"", ""new"": ""986""}, ""review_ratings"": {""old"": ""4.749199867248535"", ""new"": ""4.749499797821045""}}","Nielsen-Massey Madagascar Bourbon Pure Vanilla Bean Paste, 8 oz."
1650403!item.en-US,"{""review_count"": {""old"": ""196"", ""new"": ""197""}, ""review_ratings"": {""old"": ""4.520400047302246"", ""new"": ""4.5177998542785645""}}","Crescent Foods Halal Hand Cut Steak Locker, 16 Total Packs, 9 Lbs. Total"
1650527!item.en-US,"{""review_count"": {""old"": ""135"", ""new"": ""136""}, ""review_ratings"": {""old"": ""3.651900053024292"", ""new"": ""3.661799907684326""}}","Japanese A5 Wagyu Ribeye Steaks, (3/16 Oz. Steaks), 3 Total Packs, 3 Lbs. Total"
1652577!item.en-US,"{""review_count"": {""old"": ""963"", ""new"": ""965""}, ""review_ratings"": {""old"": ""4.753900051116943"", ""new"": ""4.75439977645874""}}","Kirkland Signature Extra Fancy Mixed Nuts, Unsalted, 2.5 lbs"
1652990!item.en-US,"{""review_count"": {""old"": ""932"", ""new"": ""933""}, ""review_ratings"": {""old"": ""4.16949987411499"", ""new"": ""4.168300151824951""}}","Kirkland Signature Premoistened Flushable Wipes, Fragrance Free, 640-count"
1660437!item.en-US,"{""review_count"": {""old"": ""799"", ""new"": ""801""}, ""review_ratings"": {""old"": ""4.739699840545654"", ""new"": ""4.740300178527832""}}","Folgers Classic Roast Ground Coffee, Medium, 43.5 oz"
1664082!item.en-US,"{""review_count"": {""old"": ""82"", ""new"": ""83""}, ""review_ratings"": {""old"": ""4.6707000732421875"", ""new"": ""4.674699783325195""}}","OREO Chocolate Sandwich Cookies, Stay Fresh Packs, 12-Count"
1664590!item.en-US,"{""review_count"": {""old"": ""88"", ""new"": ""93""}, ""review_ratings"": {""old"": ""4.704500198364258"", ""new"": ""4.69890022277832""}}",Alaska Dungeness Crab Clusters - 10lbs. Total
1665861!item.en-US,"{""review_count"": {""old"": ""678"", ""new"": ""681""}, ""review_ratings"": {""old"": ""4.632699966430664"", ""new"": ""4.634399890899658""}}","Alaska Black Cod (Sable Fish) - Individual Packed Portions (19-25/6-8 Oz. Per Portion), 1 Case Totaling 10 Lbs."
1669178!item.en-US,"{""review_count"": {""old"": ""153"", ""new"": ""155""}, ""review_ratings"": {""old"": ""4.679699897766113"", ""new"": ""4.671000003814697""}}",Vacaville Fruit Company Sweet and Savory Nut Tray 2.12 lbs
1670753!item.en-US,"{""review_count"": {""old"": ""95"", ""new"": ""96""}, ""review_ratings"": {""old"": ""4.326300144195557"", ""new"": ""4.3333001136779785""}}","Caffe Vita Coffee Theo Blend Whole Bean, Medium-Dark Roast, 2 lb. bags, 2-pack"
1675520!item.en-US,"{""review_count"": {""old"": ""164"", ""new"": ""165""}, ""review_ratings"": {""old"": ""4.445099830627441"", ""new"": ""4.448500156402588""}}","Think Jerky Grass Fed Beef Sticks, Original, 1 oz, 20-count"
1675745!item.en-US,"{""review_count"": {""old"": ""748"", ""new"": ""749""}, ""review_ratings"": {""old"": ""4.680500030517578"", ""new"": ""4.6809000968933105""}}","Nonni’s Biscotti, Almond Dark Chocolate, 25-count"
1676829!item.en-US,"{""review_count"": {""old"": ""921"", ""new"": ""922""}, ""review_ratings"": {""old"": ""4.517899990081787"", ""new"": ""4.518400192260742""}}","Heaton Pecans Roasted Salted Pecans, Chocolate Covered Pecans, Praline Pecan Tin 2.3 lb Total"
1676843!item.en-US,"{""review_count"": {""old"": ""746"", ""new"": ""747""}, ""review_ratings"": {""old"": ""4.62060022354126"", ""new"": ""4.621099948883057""}}","DJ&A Shiitake Mushroom Crisps 10.58 oz. bag, 5-pack"
1680961!item.en-US,"{""review_count"": {""old"": ""321"", ""new"": ""322""}, ""review_ratings"": {""old"": ""4.1682000160217285"", ""new"": ""4.167699813842773""}}","The Balanced Company, Healthy Snack Box, 50-piece"
1681343!item.en-US,"{""review_count"": {""old"": ""342"", ""new"": ""343""}, ""review_ratings"": {""old"": ""4.625699996948242"", ""new"": ""4.626800060272217""}}",Godiva Assorted Chocolate Gold Collection Gift Box 36-pieces
1685578!item.en-US,"{""review_count"": {""old"": ""661"", ""new"": ""662""}, ""review_ratings"": {""old"": ""4.901700019836426"", ""new"": ""4.901800155639648""}}","Bibigo, Cooked Sticky White Rice Bowls, Medium Grain, 7.4 oz, 12-Count"
1689040!item.en-US,"{""review_count"": {""old"": ""115"", ""new"": ""116""}, ""review_ratings"": {""old"": ""3.4173998832702637"", ""new"": ""3.413800001144409""}}","Quality Halal Cut Beef Oxtail, 5 Total Packs, 11 Lbs. Total"
1694269!item.en-US,"{""review_count"": {""old"": ""157"", ""new"": ""159""}, ""review_ratings"": {""old"": ""4.847099781036377"", ""new"": ""4.849100112915039""}}","Nutella B-Ready Crispy Wafers Filled with Nutella, 0.7 oz, 36-count"
169750!item.en-US,"{""review_count"": {""old"": ""364"", ""new"": ""365""}, ""review_ratings"": {""old"": ""4.107100009918213"", ""new"": ""4.109600067138672""}}","Dawn Professional Dish Detergent, Original, 1 gal"
1698091!item.en-US,"{""review_count"": {""old"": ""162"", ""new"": ""163""}, ""review_ratings"": {""old"": ""4.296299934387207"", ""new"": ""4.288300037384033""}}",Tsar Nicoulai Baerii Caviar 2 oz. Gift Set
1700048!item.en-US,"{""review_count"": {""old"": ""445"", ""new"": ""446""}, ""review_ratings"": {""old"": ""4.833700180053711"", ""new"": ""4.8317999839782715""}}","Tide Pods HE Laundry Detergent Pods, Free & Gentle, 152-count"
1700118!item.en-US,"{""review_count"": {""old"": ""297"", ""new"": ""298""}, ""review_ratings"": {""old"": ""4.340099811553955"", ""new"": ""4.342299938201904""}}","Skinny Dipped Cups, Dark Chocolate Peanut Butter, 30-count"
1707643!item.en-US,"{""review_count"": {""old"": ""491"", ""new"": ""492""}, ""review_ratings"": {""old"": ""4.751500129699707"", ""new"": ""4.751999855041504""}}","Milano Cookies, Double Dark Chocolate, 0.98 oz, 30-count"
1717745!item.en-US,"{""review_count"": {""old"": ""245"", ""new"": ""246""}, ""review_ratings"": {""old"": ""4.750999927520752"", ""new"": ""4.751999855041504""}}",G2G Protein Bar Variety 3-pack (24 Total Bars)
171859!item.en-US,"{""review_count"": {""old"": ""1070"", ""new"": ""1072""}, ""review_ratings"": {""old"": ""4.690700054168701"", ""new"": ""4.691199779510498""}}","Famous Amos Cookies, Chocolate Chip, 2 oz, 42-count"
1725160!item.en-US,"{""review_count"": {""old"": ""608"", ""new"": ""609""}, ""review_ratings"": {""old"": ""4.717100143432617"", ""new"": ""4.717599868774414""}}","Tide Pods HE Laundry Detergent Pods, Spring Meadow, 156-count"
1725830!item.en-US,"{""review_count"": {""old"": ""431"", ""new"": ""432""}, ""review_ratings"": {""old"": ""4.561500072479248"", ""new"": ""4.5625""}}","Kirkland Signature Fabric Softener Sheets, 250-count, 2-pack"
1725952!item.en-US,"{""review_count"": {""old"": ""2742"", ""new"": ""2744""}, ""review_ratings"": {""old"": ""4.70389986038208"", ""new"": ""4.704100131988525""}}","Kirkland Signature Ultra Soft Bath Tissue, 2-Ply, 231 Sheets, 36 Rolls"
1726068!item.en-US,"{""review_count"": {""old"": ""671"", ""new"": ""672""}, ""review_ratings"": {""old"": ""4.548399925231934"", ""new"": ""4.549099922180176""}}","Kirkland Signature Espresso Blend Whole Bean Coffee, Dark Roast, 2.5 lbs"
1732802!item.en-US,"{""review_count"": {""old"": ""684"", ""new"": ""685""}, ""review_ratings"": {""old"": ""4.811399936676025"", ""new"": ""4.811699867248535""}}","Kirkland Signature Sweet Heat Snack Mix, 24 oz"
1735359!item.en-US,"{""review_count"": {""old"": ""6"", ""new"": ""7""}, ""review_ratings"": {""old"": ""2.3333001136779785"", ""new"": ""2.7142999172210693""}}","Kirkland Signature Mild Italian Sausage, 3.5 lbs"
1736931!item.en-US,"{""review_count"": {""old"": ""8"", ""new"": ""10""}, ""review_ratings"": {""old"": ""3.25"", ""new"": ""2.799999952316284""}}","Kirkland Signature Lightly Breaded Chicken Breast Chunks, 4 lbs"
1743547!item.en-US,"{""review_count"": {""old"": ""55"", ""new"": ""56""}, ""review_ratings"": {""old"": ""4.545499801635742"", ""new"": ""4.553599834442139""}}",Gourmet Weekend Getaway Cooler Gift Set
1744497!item.en-US,"{""review_count"": {""old"": ""526"", ""new"": ""527""}, ""review_ratings"": {""old"": ""4.401100158691406"", ""new"": ""4.394700050354004""}}","Silver Fern Farms 100% New Zealand Grass-Fed, Net Carbon Zero Steak Box - 10 Total Packs, 6.25 Lbs. Total"
1747572!item.en-US,"{""review_count"": {""old"": ""321"", ""new"": ""322""}, ""review_ratings"": {""old"": ""4.869200229644775"", ""new"": ""4.86959981918335""}}","Kirkland Signature Organic Hemp Hearts, 3-pack (6 lbs Total)"
1750411!item.en-US,"{""review_count"": {""old"": ""134"", ""new"": ""135""}, ""review_ratings"": {""old"": ""4.432799816131592"", ""new"": ""4.436999797821045""}}","Hebert Mansion Medley Holiday Tin, 2.15 lbs Total"
1753939!item.en-US,"{""review_count"": {""old"": ""41"", ""new"": ""42""}, ""review_ratings"": {""old"": ""3.878000020980835"", ""new"": ""3.809499979019165""}}","A'cappella Chocuterie Gift Set, 28 oz. Total"
1755441!item.en-US,"{""review_count"": {""old"": ""453"", ""new"": ""454""}, ""review_ratings"": {""old"": ""4.7769999504089355"", ""new"": ""4.777500152587891""}}","Kirkland Signature Flex-Tech 33-Gallon Trash Bag, 90-count"
1755444!item.en-US,"{""review_count"": {""old"": ""241"", ""new"": ""242""}, ""review_ratings"": {""old"": ""4.684599876403809"", ""new"": ""4.685999870300293""}}","Kirkland Signature 50-Gallon Outdoor Trash Bag, 70-count"
1755757!item.en-US,"{""review_count"": {""old"": ""61"", ""new"": ""63""}, ""review_ratings"": {""old"": ""4.7540998458862305"", ""new"": ""4.761899948120117""}}",Mrs Prindables Grand Fall Caramel Apple Gift Basket
1759305!item.en-US,"{""review_count"": {""old"": ""482"", ""new"": ""483""}, ""review_ratings"": {""old"": ""4.838200092315674"", ""new"": ""4.838500022888184""}}","Utah Truffles Dark Chocolate Truffles With Sea Salt 16 oz, 2-pack"
1760616!item.en-US,"{""review_count"": {""old"": ""64"", ""new"": ""65""}, ""review_ratings"": {""old"": ""4.875"", ""new"": ""4.8769001960754395""}}","GoGo SqueeZ, Organic Applesauce, Variety Pack, 3.2 oz, 28-Count"
1761722!item.en-US,"{""review_count"": {""old"": ""277"", ""new"": ""278""}, ""review_ratings"": {""old"": ""4.552299976348877"", ""new"": ""4.553999900817871""}}","RXBAR Protein Bars, Variety Pack, 14-count"
1764686!item.en-US,"{""review_count"": {""old"": ""74"", ""new"": ""75""}, ""review_ratings"": {""old"": ""3.5810999870300293"", ""new"": ""3.5467000007629395""}}","Chocolate Covered Company, Premium Dried Fruit & Mendiant Gift Tray"
1767102!item.en-US,"{""review_count"": {""old"": ""215"", ""new"": ""216""}, ""review_ratings"": {""old"": ""4.590700149536133"", ""new"": ""4.592599868774414""}}","Kirkland Signature Dried Mangoes, Sweetened, 35 oz"
1768166!item.en-US,"{""review_count"": {""old"": ""57"", ""new"": ""59""}, ""review_ratings"": {""old"": ""4.508800029754639"", ""new"": ""4.457600116729736""}}","Underwood Ranches Sriracha Premium Chili Hot Sauce, 17 oz, 2-count"
1770137!item.en-US,"{""review_count"": {""old"": ""1107"", ""new"": ""1108""}, ""review_ratings"": {""old"": ""4.566400051116943"", ""new"": ""4.566800117492676""}}","DUDE Wipes Fragrance-Free + Moisturizing XL Flushable Wipes, 480 Wipes"
17767!item.en-US,"{""review_count"": {""old"": ""8415"", ""new"": ""8416""}}","Kirkland Signature Colombian Coffee, Dark Roast, 3 lbs"
1780981!item.en-US,"{""review_count"": {""old"": ""422"", ""new"": ""423""}, ""review_ratings"": {""old"": ""4.793799877166748"", ""new"": ""4.794300079345703""}}","Joyburst Hydration Drink, Variety Pack, 16.9 fl oz, 18-count"
1784251!item.en-US,"{""review_count"": {""old"": ""172"", ""new"": ""173""}, ""review_ratings"": {""old"": ""4.034900188446045"", ""new"": ""4.040500164031982""}}","VitaCup Shroom Fuel Mushroom Based Coffee Alternative Packets, 2-pack, Total 48 Counts"
1785722!item.en-US,"{""review_count"": {""old"": ""342"", ""new"": ""345""}, ""review_ratings"": {""old"": ""4.73390007019043"", ""new"": ""4.736199855804443""}}",Kirkland Signature Organic Modena Balsamic Vinegar 2-pack (33.8 oz each)
1788968!item.en-US,"{""review_count"": {""old"": ""195"", ""new"": ""196""}, ""review_ratings"": {""old"": ""4.6666998863220215"", ""new"": ""4.668399810791016""}}","IQBAR Plant Protein Bars, Variety Pack, 1.6 oz, 18-count"
1789130!item.en-US,"{""review_count"": {""old"": ""383"", ""new"": ""384""}, ""review_ratings"": {""old"": ""4.590099811553955"", ""new"": ""4.591100215911865""}}","Kirkland Signature Ultra Shine Liquid Dish Soap, Fresh, 90 fl. oz."
1795394!item.en-US,"{""review_count"": {""old"": ""281"", ""new"": ""282""}, ""review_ratings"": {""old"": ""4.708199977874756"", ""new"": ""4.709199905395508""}}","IZZE, Sparkling Juice Beverage, Variety Pack, 8.4 fl oz, 24-Count"
1796954!item.en-US,"{""review_count"": {""old"": ""25"", ""new"": ""26""}, ""review_ratings"": {""old"": ""4.480000019073486"", ""new"": ""4.423099994659424""}}","Chocolate Covered Company, 12 Belgian Chocolate Covered Holiday Pretzel Twists, 6 Dark Chocolate, 6 Milk Chocolate"
1796962!item.en-US,"{""review_count"": {""old"": ""15"", ""new"": ""16""}, ""review_ratings"": {""old"": ""4.6666998863220215"", ""new"": ""4.6875""}}",Chocolate Covered Company Belgian Chocolate Covered Cookie Gift Basket
1798450!item.en-US,"{""review_count"": {""old"": ""741"", ""new"": ""742""}, ""review_ratings"": {""old"": ""4.623499870300293"", ""new"": ""4.624000072479248""}}","Orgain 30g Milk Protein Shake, Chocolate Fudge, 11 fl oz, 18-pack"
1799762!item.en-US,"{""review_count"": {""old"": ""639"", ""new"": ""640""}, ""review_ratings"": {""old"": ""4.604100227355957"", ""new"": ""4.604700088500977""}}","Jose’s 100% Colombia Supremo Whole Bean Coffee, Medium, 3lbs, 2-pack"
1800413!item.en-US,"{""review_count"": {""old"": ""124"", ""new"": ""125""}, ""review_ratings"": {""old"": ""4.7581000328063965"", ""new"": ""4.760000228881836""}}","Dove Advanced Care Invisible+ Deodorant, 2.6 oz, 4-pack"
1806386!item.en-US,"{""review_count"": {""old"": ""984"", ""new"": ""985""}, ""review_ratings"": {""old"": ""4.6819000244140625"", ""new"": ""4.678199768066406""}}","Duracell D Alkaline Batteries, 14-count"
